name,formatted_address,place_id,rating,user_ratings_total,types,latitude,longitude,num_bus_stops_within_1km,num_mtr_station_within_1km,num_competitor_within_1km,district
Wellcome,"G/F, No. 2 Shek Sau House, Shek Lei Estate, Kwai Chung, NT, Hong Kong",ChIJ8atvJZn4AzQR6YC4ccnkZos,3.8,19,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3619308,114.1373174,53,1,6,Tsuen Wan District
Wellcome,"Shun Ning Rd, So Uk, Hong Kong",ChIJd7EX5lEHBDQRIGyV0j1jXBw,3.4,133,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3403459,114.1551584,81,2,7,Sham Shui Po
Wellcome,"57-61, & Lo Tak Ct, Tsuen Wan, Hong Kong",ChIJ0c5i9e34AzQRdleFiqaR2Rg,3.6,678,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.373283,114.1155821,76,2,8,Tsuen Wan District
Wellcome,"Portion of Shop Nos. 19 & 20A, 1/F, Indihome, 138 Yeung UK Rd, Tsuen Wan, NT, Hong Kong",ChIJIT0bbOv4AzQRzntqvS135D4,3.3,23,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.366233,114.118244,87,3,7,Tsuen Wan District
Wellcome,"180號 Lai King Hill Rd, Kwai Chung, Hong Kong",ChIJ31vurbD4AzQRNxir2Gr9XUs,3.4,168,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3485975,114.1266566,37,3,3,Kwai Tsing
Wellcome,"Carpark, Shek Wai Kok Estate Shek To House, Part of G/F, Hong Kong",ChIJvQYOToz4AzQRnDsvC5s3MKA,3.7,40,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3745018,114.1233417,70,2,5,Tsuen Wan District
Wellcome,"Kwai Fong, Hong Kong",ChIJ_45mDr34AzQRk9f_hNTPCCU,3.5,186,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3581237,114.1298162,74,2,4,Kwai Tsing
Wellcome,"G/F, Cheung Ching Commercial Centre, Cheung Ching Estate, Tsing Yi, Hong Kong",ChIJlRFzyNH4AzQR7dSlYP9fod0,3.4,45,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3488931,114.1059428,46,0,4,Kwai Tsing
Wellcome,"Shop No.8, Car Park Level, Garden, 123 Yi Hong St, Riviera Gardens, Hong Kong",ChIJt9ndAer4AzQRB_CXCMtHBwk,3.5,75,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3615359,114.1123747,34,3,4,Kwai Tsing
Wellcome Superstore,"Liberte Block 8, Lai Chi Kok Rd, Cheung Sha Wan, Hong Kong",ChIJB5YJu1QHBDQR6-SMc1zlKwg,3.6,266,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3349342,114.1484909,80,2,4,Sham Shui Po
Wellcome,"33號 Lai Chi Kok Rd, Mong Kok, Hong Kong",ChIJgzTwKMgABDQRZr74AMl5npI,3.6,41,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3226191,114.1679433,134,6,18,Yau Tsim Mong
Wellcome,"Broadview Garden Block 1, Shop 1-7, G/F, Comm. Ctr, 1 Tsing Luk St, Tsing Yi, Hong Kong",ChIJHzgysNv4AzQR9kaCDZZBr-c,3.6,34,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3559526,114.1037823,50,2,5,Kwai Tsing
Welcome Supermarket,"Golden Centre, 94 Yen Chow St, Un Chau, Hong Kong",ChIJjc10VbMABDQRG3wFxeHFhCw,3.8,89,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.332432,114.161867,153,3,14,Sham Shui Po
Wellcome,"Tai Hung Fai ( Tsuen Wan ) Center, Basement 1, Chung On St, Tsuen Wan, Hong Kong",ChIJK5aVU-z4AzQRX0z0qLrLhyM,3.7,219,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.370093,114.116722,76,3,10,Tsuen Wan District
Wellcome - Waldorf Centre,"G/F, Waldorf Centre, Sai Lau Kok Rd, Tsuen Wan, Hong Kong",ChIJMSXXTu34AzQRxvyAHWzQsRA,3.4,77,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3714323,114.1196642,81,2,10,Tsuen Wan District
Wellcome,"Shop 29 - 31, 2/F Shopping Complex, Kwai Shing Estate (West, Kwai Chung, Hong Kong",ChIJdaBQ2L_4AzQRPROiQfQWowM,3.7,56,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3610154,114.1226038,88,2,6,Kwai Tsing
Wellcome,"166-174 Hing Fong Rd, Kwai Chung, Hong Kong",ChIJZ4reepf4AzQREE8-QS5mrT0,3.6,75,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3628959,114.1315921,99,2,5,Tsuen Wan District
Wellcome,"Shop 26 & 27, 3/F, Commercial Center, Mayfair Gardens, Tsing Yi, Hong Kong",ChIJH8UZ99b4AzQRaYUWgWyN95g,4.1,20,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3443978,114.1067331,27,0,2,Kwai Tsing
Wellcome,"The Panorama, Shops 1 & 2, G/F, 520 Castle Peak Rd - Tsuen Wan, Tsuen Wan, Hong Kong",ChIJg7hxmuT4AzQRLxkc8ZpK9P8,3.7,43,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.373301,114.103011,32,1,5,Tsuen Wan District
Wellcome,"No 4 Tsing Yi Commercial Complex, Tsing Yip St, Tsing Yi, Hong Kong",ChIJz3d_Pdr4AzQRBXX6b-JL-gk,3.6,95,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3543309,114.103242,53,2,5,Kwai Tsing
Wellcome,"Shop 9A, Allway Gardens Shopping Ctr, Ph1, 195, 187 Tsuen King Circuit, Hong Kong",ChIJ-_6BsPv4AzQRmXvwU8h0bTI,3.5,43,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3772147,114.1044386,37,0,5,Tsuen Wan District
Wellcome Superstore - 惠康超級市場,"Hong Kong, Mong Kok, Sai Yee St, 135A-135B號135A- 號 Mong Kok Building",ChIJ-WMijMgABDQR0eW42qT72Hw,4.1,9,"['store', 'point_of_interest', 'establishment']",22.3209789,114.1711607,124,7,15,Yau Tsim Mong
Wellcome,"G/F Fortuna House 118 Lei Muk Road, Shek Yam, Kwai Chung, Hong Kong",ChIJo1jFZYP4AzQR_QylZdZ90xs,4.8,4,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3711355,114.1382571,56,0,3,Tsuen Wan District
Wellcome,"110 Tai Loong St, Kwai Chung, Hong Kong",ChIJewnfaZz4AzQRDVEH4d-tPi8,3.6,112,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3654619,114.1389813,59,1,4,Tsuen Wan District
Wellcome,"Tai Hang Tung Estate Tung Lung House, Shop 4-10, G/F, Hong Kong",ChIJwfkC2jQHBDQRuGoPng9c9q0,3.4,92,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.331574,114.1711688,120,6,5,Sham Shui Po
Wellcome,"Shop 2, 1/F, Wonderlan Villas Commercial Compiex, Wah King Hill Rd, Kwai Chung, Hong Kong",ChIJSzj7PaT4AzQRwOrygzbMzw8,4.0,40,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.351769,114.136905,17,0,1,Sham Shui Po
Wellcome,"7A Glee Path, Mei Foo Sun Chuen, Hong Kong",ChIJ9b9ySKv4AzQRGqh2xUXfv0U,3.6,177,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.336713,114.139284,45,3,5,Sham Shui Po
Wellcome Superstore,"69 Broadway, Mei Foo Sun Chuen, Hong Kong",ChIJT_ciK6v4AzQRs67ZP901Mik,3.8,147,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.335935,114.1407408,49,3,5,Sham Shui Po
Wellcome,"Hong Kong, Tsing Yi, 長 青 村長 青 商業 中心 地下 T1-T5 號",ChIJl-Hd7M34AzQRxa6yYEDFlaY,3.1,24,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3450113,114.1092148,25,0,2,Kwai Tsing
Wellcome,"G/F, No, 26-30 Wo Yi Hop Rd, Kwai Chung, Hong Kong",ChIJ-5B442j5AzQR1WY8EluYXEI,3.5,24,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3658877,114.1369642,73,1,3,Tsuen Wan District
Wellcome Supermarket,"608號 Lai Chi Kok Rd, Cheung Sha Wan, Hong Kong",ChIJ11HrihcBBDQRdA9WzXizBeY,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.333536,114.1547782,122,5,14,Sham Shui Po
Wellcome,"Shop 101, 1/F, Mei Tin Shopping Centre, Mei Tin Estate, Tai Wai, Shatin, Hong Kong",ChIJt0OlfaAHBDQRR6ht5-ErOi4,3.2,52,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.376285,114.170553,24,1,0,Sha Tin
